seq_no,school_id,census_no,name,address,tel,email,province,district,zone,division,medium,sex,government_type,school_category,grade_span,difficulty,total_students
7282,1903036,18338,KANNANGARA K.V.,ANAMADUWA,0322263400,,North Western,Puttalam,Puttalam,Anamaduwa,Sinhala/ English,Mixed,Provincial,Type 2,Grade 1-11,Congenial,2434
7283,1915027,18339,DEWELAHANDIYA KANISTA P SCHOOL,WILPOTH CHILO,,,North Western,Puttalam,Puttalam,Pallama,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,152
7284,1901037,18341,MORAPATHAWA GOT VIDYALAYA,"WANATHAWILLU, PUTTALAM",0325687321,,North Western,Puttalam,Puttalam,Puttalam North,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,45
7285,1901038,18342,KATUPULIYANKULAMA PRIMARY SCHOOL,"WANATHAWILLUWA, PUTTALAM",0724609569,,North Western,Puttalam,Puttalam,Puttalam North,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,21
7286,1903037,18343,IHALAUSWEWA DARMASHOKA K.V.,IHALASUWA MAHAUSWEWA,,,North Western,Puttalam,Puttalam,Anamaduwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,96
7287,1903038,18344,SWARNAPALI PRIMARY SCHOOL,URIYAWA ANAMADUWA,0729062405,,North Western,Puttalam,Puttalam,Anamaduwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,83
7288,1901039,18346,NEELABEMMA PRIMARY SCHOOL,"SALIYAWEWA JUNCTION, PUTTALAM",,,North Western,Puttalam,Puttalam,Puttalam North,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,225
7292,1905030,18350,P/KAL/POOLACHENAI MUSLIM MAHA VIDYALAYA,"PULACHENAI, NORACHCHOLAI",0717059590,plcmmv@gmail.com,North Western,Puttalam,Puttalam,Kalpitiya,Tamil,Mixed,Provincial,1C,Grade 1-13,Difficult,514
7293,1905031,18351,MOHOTHTHUWARAMA SINHALA VIDYALAYA,"MOHOTHTHUWARAMA, KALPITIYA.",,,North Western,Puttalam,Puttalam,Kalpitiya,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,41
7294,1908021,18352,PINKATTIYA P.V.,BATTULUOYA,,,North Western,Puttalam,Chilaw,Arachchikattuwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,61
7295,1910040,18353,DANKOTUWA BALIKA MAHA VIDYALAYA,DANKOTUWA,0312258228,dbv05039@gmail.com,North Western,Puttalam,Chilaw,Wennappuwa,Sinhala/ English,Female,Provincial,1AB,Grade 1-13,Very Congenial,2210
7298,1910041,18356,ST.ANNE'S GOVERNMENT SCHOOL,SANTHANAPURA LUNUWILA,,,North Western,Puttalam,Chilaw,Wennappuwa,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Congenial,551
7299,1905032,18357,KANDAKULIYA MUNE SINHALA VIDYALAYA,KANDAKULIYA,,,North Western,Puttalam,Puttalam,Kalpitiya,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,342
7300,1917035,18358,ERUKKALAMPIDDY M.V.,NAGAVILLU PALAVI,0322269486,,North Western,Puttalam,Puttalam,Puttalam South,Tamil,Mixed,Provincial,1C,Grade 1-13,Not Congenial,1253
7301,1905033,18360,ULUKKAPPULAM MUSLIM MAHA VIDYALAYA,"HUSAINIYAPURAM, PALAVI",0325680770,ulukkappalam mmv.puttalam@gmail.com,North Western,Puttalam,Puttalam,Kalpitiya,Tamil,Mixed,Provincial,1C,Grade 1-13,Difficult,1335
7302,1905034,18362,KOIYAWADI MUSLIM MAHA VIDYALAYA,AKAFANAGAR NURACHOLA,0718255937,kwadimmv@gmail.com,North Western,Puttalam,Puttalam,Kalpitiya,Tamil,Mixed,Provincial,1C,Grade 1-13,Not Congenial,434
7304,1917036,18364,KAJUWATTA G M V,KAJUWATTA MADURANKULIYA,,,North Western,Puttalam,Puttalam,Puttalam South,Tamil,Mixed,Provincial,Type 3,Grade 1-8,Very Difficult,152
7305,1917037,18365,SRIMAPURA PRIMARI MUSLIM VIDYALAYA,SRIMAPURAM MADURANKULIYA,0716081210,,North Western,Puttalam,Puttalam,Puttalam South,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Difficult,30
7306,1917038,18366,HIDAYATH NAGER MUSLIM M M V,HIDAYATH NAGER MADURANKULIYA,,,North Western,Puttalam,Puttalam,Puttalam South,Tamil,Mixed,Provincial,1C,Grade 1-13,Not Congenial,390
7307,1901046,18367,ZAINAB MUSLIM GIRLS SCHOOL,"ASHRAF MEMORIAL PARK LANE, POLES ROAD, PUTTALAM",0322266472,zainabprimary.mgps.puttalam @ gmail.com,North Western,Puttalam,Puttalam,Puttalam North,Sinhala/ Tamil,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,991
7308,1901047,18368,ZAHIRA PRIMARY SCHOOL,"MANNAR ROAD, PUTTALAM",0322266053,,North Western,Puttalam,Puttalam,Puttalam North,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Congenial,1808
7309,1903039,18369,NAWAGATHTHEGAMA PRIMARY SCHOOL,NAWAGATHTHEGAMA,,,North Western,Puttalam,Puttalam,Anamaduwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,455
7310,1915028,18370,WILPOTHTH ANURA PRATHMIKA WIDUHALA,WILPOTHA CHILO,,,North Western,Puttalam,Puttalam,Pallama,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,330
7311,1917039,18371,KATTAKADUWA SINGHALA VIDYALAYA,KATTAKADUWA KOTHTHANTHEEW,0770513858,,North Western,Puttalam,Puttalam,Puttalam South,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,146
7312,1905035,18372,P K MAMPURIYA ROMAN CATHOLIC SINHALA TAMIL P V,MAMPURIYA,0716395473,,North Western,Puttalam,Puttalam,Kalpitiya,Sinhala/ Tamil,Mixed,Provincial,Type 3,Grade 1-5,Difficult,456
7313,1905036,18373,P KAL PERIYA SANTHI GRAMA BILINGUAL PRIMARY SCHOOL,PERIYA SANTHI GRAMAM PALLIVASALTHURAI,0715300844,,North Western,Puttalam,Puttalam,Kalpitiya,Sinhala/ Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,102
7314,1901048,18374,P PRESIDENTS SCIENCE COLLEGE,MANNAR ROAD PUTTALAM,0322266844,puttalampsc@gmail.com,North Western,Puttalam,Puttalam,Puttalam North,Sinhala/ Tamil/ English,Mixed,Provincial,1AB,Grade 6-13,Congenial,539
7315,1905014,18375,UCHCHAMUNAI R C PRAIMAY VIDYALAYA,DUTCHBAY KALPITIYA,0779420703,,North Western,Puttalam,Puttalam,Kalpitiya,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,64
7316,1901049,18376,BANDARANAYAKAPURA PC,WANATHAVILLUWA PUTTALAMA,0325631973,,North Western,Puttalam,Puttalam,Puttalam North,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,443
7317,1915029,18377,ANDIGAMA P SCHOOL,ANDIGAMA,0770888824,,North Western,Puttalam,Puttalam,Pallama,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,447
7318,1917040,18378,NALLANTHALUWA MUSLIM P SCHOOL,NALLANDALUWA MADURANKULIYA,,,North Western,Puttalam,Puttalam,Puttalam South,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Congenial,636
7319,1903040,18379,PARAKRAMA PRIMARY SCHOOL,MAHAUSWEWA,,,North Western,Puttalam,Puttalam,Anamaduwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,419
7320,1905038,18380,AL KARAM MUSLEEM PRIMARY VIDYALAYA,PALLIVASALTHURAI,,,North Western,Puttalam,Puttalam,Kalpitiya,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Difficult,485
7321,1905037,18381,AL MADEENA MUSLIM PRIMARY SCHOOL,KURINJA MATTAI ETTALAI,0323021811,almadeenathigalyputtalam@gmail.com,North Western,Puttalam,Puttalam,Kalpitiya,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Difficult,475
7322,1915030,18382,S D R JAYARATHNA P SCHOOL,PALLAMA,,,North Western,Puttalam,Puttalam,Pallama,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,284
7323,1910042,18383,SRI RATHANAJOTHI PRIMARY SCHOOL,YOGIYANA,,,North Western,Puttalam,Chilaw,Wennappuwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Congenial,282
7324,1910043,18384,MIHINDU PRIMARY SCHOOL,KATUKENDA DANKOTUWA,0312265466,,North Western,Puttalam,Chilaw,Wennappuwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Congenial,540
7325,1905039,18385,NW P KAL SINDATHRIMATHA PRIMARY SCHOOL,KALPITITYA,,,North Western,Puttalam,Puttalam,Kalpitiya,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,478
7326,1901050,18386,ANAGARIKA DHARMAPALA PV,"GOODSHED RD, PUTTALAM.",,,North Western,Puttalam,Puttalam,Puttalam North,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,646
7327,1909048,18387,KATUNERIYA ST.SEBASTIAN'S PRIMARY COLLEGE,KATUNERIYA,0313718999,katuneriyasebastians7@gmail.com,North Western,Puttalam,Chilaw,Nattandiya,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Congenial,596
7328,1905040,18388,AL HIRA PRIMARY SCHOOL,MUTHUWEL ROAD KALPITIYA,,alhirakal@gmail.com,North Western,Puttalam,Puttalam,Kalpitiya,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Difficult,329
7329,1910044,18389,SRI RAHULA PRIMARY SCHOOL,LUNUWILA,0312262925,srirahulacollegelunuwila@gmail.com,North Western,Puttalam,Chilaw,Wennappuwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Congenial,389
7330,1917042,18390,SRI KRISHNA PRIMARY SCHOOL,ANDIMUNA UDAPPU,,,North Western,Puttalam,Puttalam,Puttalam South,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,181
7331,1917041,18391,MUNDAL SINGHALA P SCHOOL,MUNDHAL,,,North Western,Puttalam,Puttalam,Puttalam South,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,108
7332,1901051,18392,P SIDDHARTHA PRIMARY SCHOOL,SALIYAWEWA JUNCTION PUTTALAM,,,North Western,Puttalam,Puttalam,Puttalam North,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,306
7333,1903041,18394,MAMUNAGAMA THAKSHILA PRAIMARY COLLEGE,H 8 GAMMANAYA MARUNGODA MAHAUSWEWA ANAMADUWA,,,North Western,Puttalam,Puttalam,Anamaduwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,25
7334,1917043,18395,RATHNA PRATHEEPA PRIMARY SCHOOL,MADURANKULIYA,,,North Western,Puttalam,Puttalam,Puttalam South,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Congenial,236
7335,2021001,19001,MAITHRIPALA SENANAYAKA CENTRAL COOLEGE,MEDAWACHCHIYA,0252245700,maithripalasenanayakammv@gmail.com,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala/ English,Mixed,National,1AB,Grade 6-13,Congenial,2043
7336,2003001,19002,RAMBEWA CENTRAL COLLAGE,"A RAMBEWA CENTRAL COLLAGE, RAMBEWA.",0252266111,rambewacc@gmail.com,North Central,Anuradhapura,Anuradhapura,Rambewa,Sinhala/ English,Mixed,Provincial,1AB,Grade 6-13,Very Congenial,1571
7337,2003002,19003,KENDE KALLANCHIYA VIDYALAYA,KALLANCHIYA ANURADHAPURA,,,North Central,Anuradhapura,Anuradhapura,Rambewa,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,348
7338,2003003,19004,VIJAYARAJA MAHA VIDYALAYA,PIHIMBIYAGOLLEWA MEDAWACHCHIYA,0254939327,,North Central,Anuradhapura,Anuradhapura,Rambewa,Sinhala,Mixed,Provincial,1C,Grade 6-13,Not Congenial,286
7339,2021002,19005,ISSIPATHANA MAHA VIDYALAYA,"POONEWA, MEDAWACHCHIYA",0252054494,isipathanamvo@gmail.com,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala/ English,Mixed,Provincial,1AB,Grade 6-13,Not Congenial,831
7340,2021003,19006,KIRIGALWEWA MAHA VIDYALAYA,MEDAWACHCHIYA,0779855069,irigalwewamv@gmail.com,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,1C,Grade 1-13,Congenial,520
7341,2003004,19007,KONAKUMBUKWEWA VIDYALAYA,"KENEWA, ANURADHAPURA",,,North Central,Anuradhapura,Anuradhapura,Rambewa,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,322
7342,2021004,19008,ANGUNOCHCHIYA VIDYALAYA,"ANGUNOCHCHIYA, MEDAWACHCHIYA",,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,607
7343,2021005,19009,SRI SOBHITHA MAHA VIDYALAYA,"KADAWATHGAMA, MEDAWACHCHIYA",0253778000,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,1C,Grade 1-13,Not Congenial,530
7344,2003005,19010,KENDAWA MAHA VIDYALAYA,"KENDEWA, ANURADHAPURA",0724094484,,North Central,Anuradhapura,Anuradhapura,Rambewa,Sinhala,Mixed,Provincial,1C,Grade 1-13,Difficult,459
7345,2021006,19011,SIRIDHAMMA VIDYALAYA,"KIDAWARANKULAMA, POONEWA",,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,141
7346,2021007,19012,THAMMENNA ELAWAKA VIDYALAYA,NERIYAKULAMA,,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,179
7347,2003012,19013,THAMBALAGOLLEWA VIDYALAYA,"PIHIBIYAGOLLEWA, MEDAWACHCHIYA",,,North Central,Anuradhapura,Anuradhapura,Rambewa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,87
7348,2003006,19014,NABADAGASWEWA VIDYALAYA,RAMBEWA,0718662598,,North Central,Anuradhapura,Anuradhapura,Rambewa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,197
7349,2021008,19015,PALUGOLLEWA VIDYALAYA,PALUGOLLEWA POONEWA,0718441408,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Difficult,186
7350,2021009,19016,PAHALAGALKANDEGAMA VIDYALAYA,POONEWA,,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Congenial,346
7351,2003007,19017,PAHALARATHMALGAHAWEWA VIDYALAYA,"WAHAMALGOLLEWA, ANURADHAPURA",,,North Central,Anuradhapura,Anuradhapura,Rambewa,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,270
7352,2021010,19018,PULELIYA VIDYALAYA,MEDAWACHCHIYA,0774210600,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Difficult,212
7353,2021011,19019,MAHADIVULWEWA VIDYALAYA,"MAHADIVULWEWA, ETAWEERAGOLLEWA",,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Congenial,417
7354,2021012,19020,YAKAWEWA VIDYALAYA,"YAKAWEWA, MEDAWACHCHIYA",,ajanthakarunarathne@gmail.com,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Difficult,144
7355,2021013,19021,WALPOLA VIDYALAYA,MEDAWACHCHIYA,0717463681,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,230
7356,2003030,19022,SANGILIKANDARAWA VIDYALAYA,MEDEWACHCHIYA,,,North Central,Anuradhapura,Anuradhapura,Rambewa,Sinhala,Mixed,Provincial,1C,Grade 1-13,Congenial,583
7357,2021014,19023,EHALA THAMMENNAWA VIDYALAYA,"EHALA THAMMENNAWA, MEDAWACHCHIYA",,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,49
7358,2003009,19024,URAPEENUWEWA VIDYALAYA,URAPEENUWEWA PIHIMBIYAGOLLEWA,,,North Central,Anuradhapura,Anuradhapura,Rambewa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,29
7359,2003010,19025,KAPIRIGGAMA VIDYALAYA,KAPIRIGGAMA KALLANCHIYA,,,North Central,Anuradhapura,Anuradhapura,Rambewa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,32
7360,2021015,19026,DARMADEEPA VIDYALAYA,"KARAPIKKADA, MEDAWACHCHIYA",,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,54
7361,2021016,19027,KARAMBANKULAMA VIDYALAYA,"KIRIGALWEWA, MEDAWACHCHIYA",,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,43
7362,2003008,19028,KENDANEKATUNUWEWA VIDYALAYA,KENDENEKATUNUWEWA KAHATAGASDIGILIYA,,,North Central,Anuradhapura,Anuradhapura,Rambewa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,103
7363,2021017,19029,GAMINIWEWA VIDYALAYA,GAMINIWEWA MEDAWACHCHIYA,,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Difficult,249
7364,2021040,19030,THAMMENNAKULAMA VIDYALAYA,NERIYAKULAMA,,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,36
7365,2021018,19032,THULAWELLIYA VIDYALAYA,MEDAWACHCHIYA,,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,79
7366,2003013,19033,DIVIYAUDABANDAWEWA VIDYALAYA,DIVIYAUDABANDAWEWA RAMBEWA,,,North Central,Anuradhapura,Anuradhapura,Rambewa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,49
7367,2003014,19035,PALLANKULAMA VIDYALAYA,RAMBEWA ANURADHAPURA,,,North Central,Anuradhapura,Anuradhapura,Rambewa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,56
7368,2021019,19036,MAHAKUMBUKGOLLEWA VIDYALAYA,POONEWA,0712298484,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,93
7369,2021020,19037,MAHAKOONGASKADA VIDYALAYA,POONEWA,0711844033,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,32
7370,2021021,19038,WIRALMURIPPUWA VIDYALAYA,"WIRALMURIPPUWA, MEDAWACHCHIYA",,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,43
7371,2003015,19039,SIYABALAGASWEWA WELEWA VIDYALAYA,WELEWA KENDEWA,,,North Central,Anuradhapura,Anuradhapura,Rambewa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,47
7372,2003016,19040,KENDEA AMBAGAHAWEWA VIDYALAYA,PIHIMBIYAGOLLEWA MEDAWACHCHIYA,,,North Central,Anuradhapura,Anuradhapura,Rambewa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,56
7373,2021022,19041,ISSINBASSAGALA VIDYALAYA,MEDAWACHCHIYA,,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,139
7374,2021023,19042,SIDDHARTHA VIDYALAYA,"LINDAWEWA, MEDAWACHCHIYA",,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,62
7375,2021024,19043,KOONAKUBUKGOLLEWA VIDYALAYA,"KOONAKUBUKGOLLEWA, MEDAWACHCHIYA1989",,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,89
7376,2018001,19045,KEBITHIGOLLEWA CENTRAL COLLEGE,KEBITHIGOLLEWA,0252298577,kebithigollewac.c.@gmail.com,North Central,Anuradhapura,Kebithigollewa,Kebithigollewa,Sinhala/ English,Mixed,Provincial,1AB,Grade 6-13,Congenial,1953
7377,2021025,19046,ETAMBAGASKADA VIDYALAYA,ETANBAGASKADA ETAWEERAGOLLEWA,,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Difficult,145
7378,2021026,19047,KIDAGALEGAMA VIDYALAYA,MEDAWACHCHIYA,0779232990,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Difficult,189
7379,2021027,19048,GALLALLEGAMA VIDYALAYA,KIRIGALWEWA MEDAWACHCHIYA,,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Difficult,134
7380,2021028,19049,PUHUDIULA VIDYALAYA,"PUHUDIULA, ETAWEERAGOLLEWA",,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,362
7381,2021029,19050,ETHAKADA MAHA VIDYALAYA,ETAWEERAGOLLEWA MEDAWACHCHIYA,,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,1C,Grade 1-13,Congenial,365
7382,2018003,19052,GONUHADDENAWA VIDYALAYA,"GONUHADDENAWA, KEBITHIGOLLEWA",0702519375,,North Central,Anuradhapura,Kebithigollewa,Kebithigollewa,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,240
7383,2018004,19053,THITTAGONEWA MAHA VIDYALAYA,THITTAGONEWA KEBITHIGOLLEWA,0255742594,,North Central,Anuradhapura,Kebithigollewa,Kebithigollewa,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Difficult,308
7384,2018005,19054,BANDARAULPOTHA VIDYALAYA,"KALAWEDIULPOTHA, KEBITHIGOLLEWA",,,North Central,Anuradhapura,Kebithigollewa,Kebithigollewa,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Difficult,254
7385,2018006,19055,HALMILLAWETIYA VIDYALAYA,"HALMILLEWETIYA, KEBITHIGOLLEWA.",,,North Central,Anuradhapura,Kebithigollewa,Kebithigollewa,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,108
7386,2018027,19056,HERATHHALMILLEWA VIDYALAYA,"HERATHHALMILLEWA, KEBITHIGOLLEWA",,,North Central,Anuradhapura,Kebithigollewa,Kebithigollewa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,21
7387,2021030,19057,ETAWEERAGOLLEWA VIDYALAYA (MAHA KASHSHAPA V),ETAWEERAGOLLEWA,,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,172
7388,2021031,19058,KADAWATH RAMBEWA VIDYALAYA,"ETAWEERAGOLLEWA, MEDAWACHCHIYA",,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,58
7389,2021032,19059,KOONGOLLEWA VIDYALAYA,"ETAWEERAGOLLEWA, MEDAWACHCHIYA",,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,101
7390,2021033,19060,PARANAHALMILLEWA VIDYALAYA,"PARANAHALMILLEWA , ETAWEERAGOLLEWA",,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,95
7391,2018007,19063,ELAPATHWEWA VIDYALAYA,"ELAPATHWEWA, KALAWEDIULPATHA",0763362464,,North Central,Anuradhapura,Kebithigollewa,Kebithigollewa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,29
7392,2018008,19064,INDIGOLLEWA YAKAWEWA VIDYALAYA,"HALMILLAWETIYA, KEBITHIGOLLEWA",,,North Central,Anuradhapura,Kebithigollewa,Kebithigollewa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,26
7393,2018009,19065,KUNCHUTTUWA VIDYALAYA,"KUNCHUTTUWA, KEBITHIGOLLEWA",,,North Central,Anuradhapura,Kebithigollewa,Kebithigollewa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,42
7394,2018010,19067,THIBIRIWEWA VIDYALAYA,"THIBIRIWEWA, KEBITHIGOLLEWA",,,North Central,Anuradhapura,Kebithigollewa,Kebithigollewa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,57
7395,2018011,19069,KIRIMATIYAWA VIDYALAYA,"KLIRIMATIYAWA, KEBITHIGOLLEWA",,,North Central,Anuradhapura,Kebithigollewa,Kebithigollewa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,54
7396,2021034,19070,DHARMASHOKA VIDYALAYA,ETAWEERAGOLLEWA,0711522708,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,47
7397,2018012,19071,MAHANETIYAWA VIDYALAYA,KEBITHIGOLLEWA,,,North Central,Anuradhapura,Kebithigollewa,Kebithigollewa,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,117
7398,2018013,19072,MADAWEWA VIDYALAYA,"MADEWAWA, KEBITHIGOLLEWA",0255612640,,North Central,Anuradhapura,Kebithigollewa,Kebithigollewa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,60
7399,2018014,19073,GALAWEWA RAMBAKEPUWEWA VIDYALAYA,"THITHTHAGONEWA, KEBITHIGOLLEWA",,,North Central,Anuradhapura,Kebithigollewa,Kebithigollewa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,56
7400,2018015,19074,HANDAGALA VIDYALAYA,"HADAGALA, RATHMALGAHAWEWA",0717696252,,North Central,Anuradhapura,Kebithigollewa,Kebithigollewa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,29
7401,2021035,19075,HIRALLUGAMA VIDYALAYA,"HIRALLUGAMA, MEDAWACHCHIYA",,,North Central,Anuradhapura,Kebithigollewa,Medawachchiya,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,67
7402,2019001,19078,PADAVI - PARAKRAMAPURA MAHA VIDYALAYA,PADAVI - PARAKRAMAPURA,0252254090,parackramapuramv@gmail.com,North Central,Anuradhapura,Kebithigollewa,Padaviya,Sinhala,Mixed,Provincial,1C,Grade 6-13,Not Congenial,484
